GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
chatunitest-core,gson,FieldNamingPolicy.new FieldNamingPolicy() {...},7,6,0,0,1,1,1,1,1,1
chatunitest-core,gson,FieldNamingPolicy.new FieldNamingPolicy() {...},0,9,0,0,0,2,0,2,0,2
chatunitest-core,gson,FieldNamingPolicy.new FieldNamingPolicy() {...},4,6,0,0,1,1,1,1,1,1
chatunitest-core,gson,FieldNamingPolicy.new FieldNamingPolicy() {...},6,6,0,0,1,1,1,1,1,1
chatunitest-core,gson,Gson,177,918,17,55,37,241,19,55,2,36
chatunitest-core,gson,JsonParseException,0,13,0,0,0,6,0,3,0,3
chatunitest-core,gson,FieldNamingStrategy,0,2,0,0,0,1,0,1,0,1
chatunitest-core,gson,JsonNull,0,16,0,0,0,6,0,5,0,5
chatunitest-core,gson,JsonParser,36,49,2,4,8,13,5,5,3,4
chatunitest-core,gson,JsonArray,16,248,3,21,2,52,3,42,0,33
chatunitest-core,gson,TypeAdapter,18,73,0,2,6,19,0,9,0,8
chatunitest-core,gson,FieldNamingPolicy,0,167,0,14,0,26,0,10,0,3
chatunitest-core,gson,FieldAttributes,36,12,2,0,7,4,8,2,7,2
chatunitest-core,gson,ToNumberPolicy.new ToNumberPolicy() {...},36,42,2,6,5,10,2,5,0,3
chatunitest-core,gson,ToNumberPolicy.new ToNumberPolicy() {...},0,12,0,0,0,2,0,2,0,2
chatunitest-core,gson,ToNumberPolicy.new ToNumberPolicy() {...},19,12,0,0,3,3,0,2,0,2
chatunitest-core,gson,ToNumberPolicy.new ToNumberPolicy() {...},0,10,0,0,0,2,0,2,0,2
chatunitest-core,gson,FormattingStyle,0,89,0,4,0,19,0,10,0,8
chatunitest-core,gson,Strictness,0,34,0,0,0,4,0,1,0,1
chatunitest-core,gson,ReflectionAccessFilter.new ReflectionAccessFilter() {...},0,12,0,2,0,5,0,4,0,3
chatunitest-core,gson,ReflectionAccessFilter.new ReflectionAccessFilter() {...},0,12,0,2,0,5,0,4,0,3
chatunitest-core,gson,ReflectionAccessFilter.new ReflectionAccessFilter() {...},0,12,0,2,0,5,0,4,0,3
chatunitest-core,gson,ReflectionAccessFilter.new ReflectionAccessFilter() {...},0,12,0,2,0,5,0,4,0,3
chatunitest-core,gson,JsonPrimitive,174,235,53,33,27,54,39,27,0,23
chatunitest-core,gson,JsonObject,0,171,0,18,0,30,0,29,0,20
chatunitest-core,gson,ReflectionAccessFilter.FilterResult,0,44,0,0,0,5,0,1,0,1
chatunitest-core,gson,ReflectionAccessFilter,0,17,0,0,0,4,0,1,0,1
chatunitest-core,gson,JsonIOException,0,13,0,0,0,6,0,3,0,3
chatunitest-core,gson,Gson.FutureTypeAdapter,34,13,3,1,11,5,8,2,6,2
chatunitest-core,gson,GsonBuilder,105,725,25,33,26,150,25,39,4,31
chatunitest-core,gson,JsonStreamParser,13,62,0,4,4,15,0,7,0,5
chatunitest-core,gson,JsonSyntaxException,0,13,0,0,0,6,0,3,0,3
chatunitest-core,gson,ToNumberPolicy,0,44,0,0,0,5,0,1,0,1
chatunitest-core,gson,JsonElement,6,190,0,8,2,34,0,26,0,22
chatunitest-core,gson,LongSerializationPolicy,0,24,0,0,0,3,0,1,0,1
chatunitest-core,gson,TypeAdapter.NullSafeTypeAdapter,3,43,0,4,2,10,2,6,2,4
chatunitest-core,gson,LongSerializationPolicy.new LongSerializationPolicy() {...},0,18,0,2,0,5,0,4,0,3
chatunitest-core,gson,LongSerializationPolicy.new LongSerializationPolicy() {...},0,17,0,2,0,5,0,4,0,3
chatunitest-core,slicing.graphs.augmented,PSDG.Builder,22,0,2,0,3,0,4,0,3,0
chatunitest-core,slicing.graphs.augmented,PPDG,15,0,0,0,5,0,3,0,3,0
chatunitest-core,slicing.graphs.augmented,ASDG.Builder,26,0,2,0,4,0,5,0,4,0
chatunitest-core,slicing.graphs.augmented,ACFGBuilder,307,0,20,0,72,0,22,0,12,0
chatunitest-core,slicing.graphs.augmented,PPControlDependencyBuilder,62,0,10,0,14,0,7,0,2,0
chatunitest-core,slicing.graphs.augmented,APDG,10,0,0,0,4,0,2,0,2,0
chatunitest-core,slicing.graphs.augmented,ASDG,8,0,0,0,2,0,2,0,2,0
chatunitest-core,slicing.graphs.augmented,ACFG,42,0,6,0,6,0,8,0,5,0
chatunitest-core,slicing.graphs.augmented,PSDG,55,0,6,0,9,0,7,0,4,0
chatunitest-core,slicing.graphs.augmented,PPDG.Builder,63,0,2,0,19,0,6,0,5,0
chatunitest-core,lang3.exception,UncheckedInterruptedException,0,4,0,0,0,2,0,1,0,1
chatunitest-core,lang3.exception,UncheckedException,0,4,0,0,0,2,0,1,0,1
chatunitest-core,lang3.exception,CloneFailedException,0,5,0,0,0,2,0,1,0,1
chatunitest-core,zju.cst.aces.runner.solution_runner,AbstractRunner,2067,0,126,0,376,0,99,0,36,0
chatunitest-core,zju.cst.aces.runner.solution_runner,ChatTesterRunner,991,0,80,0,182,0,45,0,5,0
chatunitest-core,zju.cst.aces.runner.solution_runner,MUTAPRunner,125,0,10,0,29,0,8,0,3,0
chatunitest-core,zju.cst.aces.runner.solution_runner,ClassRunner.new Callable() {...},111,0,4,0,10,0,4,0,2,0
chatunitest-core,zju.cst.aces.runner.solution_runner,ClassRunner.new Thread() {...},14,0,0,0,3,0,2,0,2,0
chatunitest-core,zju.cst.aces.runner.solution_runner,MethodRunner,183,0,20,0,44,0,14,0,4,0
chatunitest-core,zju.cst.aces.runner.solution_runner,HITSRunner,161,0,18,0,39,0,11,0,2,0
chatunitest-core,zju.cst.aces.runner.solution_runner,ClassRunner,275,0,18,0,47,0,14,0,4,0
chatunitest-core,zju.cst.aces.runner.solution_runner,ValidationError,21,0,0,0,8,0,4,0,4,0
chatunitest-core,zju.cst.aces.runner.solution_runner,ChatTesterRunner.CompilerError,38,0,0,0,2,0,2,0,2,0
chatunitest-core,lang3.concurrent.locks,LockingVisitors.ReentrantLockVisitor,4,18,0,0,0,5,2,3,2,3
chatunitest-core,lang3.concurrent.locks,LockingVisitors.LockVisitor.LVBuilder,6,31,0,0,1,10,1,5,1,5
chatunitest-core,lang3.concurrent.locks,LockingVisitors,0,15,0,0,0,4,0,3,0,3
chatunitest-core,lang3.concurrent.locks,LockingVisitors.ReadWriteLockVisitor,0,24,0,0,0,5,0,3,0,3
chatunitest-core,lang3.concurrent.locks,LockingVisitors.LockVisitor,0,60,0,0,0,14,0,4,0,4
chatunitest-core,lang3.concurrent.locks,LockingVisitors.ReadWriteLockVisitor.Builder,0,30,0,0,0,6,0,3,0,3
chatunitest-core,lang3.concurrent.locks,LockingVisitors.ReentrantLockVisitor.Builder,4,24,0,0,0,6,2,3,2,3
